Datum,Typ,Uppgift,#M,,,#O,,,SL
2021-03-21 08:46:45,create,1 - uppgift 1,1,,,1,,,0m 10.1s
2021-02-11 08:44:37,create,3b - uppgift 4,0,,,0,,,0m 1.2s
2021-02-11 08:43:59,create,3b - uppgift 3,1,,,3,,,0m 35.7s
2021-01-28 08:48:48,create,3b - uppgift 15,1,,,3,,,50m 45.4s
2021-01-28 08:47:45,create,3b - uppgift 10,2,,,6,,,1m 1.0s
2021-01-28 08:43:57,create,3b - uppgift 3,4,,,12,,,3m 42.5s
2021-01-27 08:50:55,create,3b - uppgift 5,2,,,6,,,1m 33.9s
2021-01-27 08:49:25,create,3b - uppgift 1,3,,,9,,,1m 25.5s
2021-01-26 08:55:31,create,6 - uppgift 3,1,,,5,,,0m 26.9s
2021-01-26 08:54:29,create,6 - uppgift 5,1,,,5,,,0m 59.6s
2021-01-26 08:49:09,create,2 - uppgift 2,9,,,18,,,5m 11.1s
2021-01-18 09:05:13,create,3b - uppgift 3,1,,,3,,,0m 36.4s
2021-01-18 09:03:17,create,3b - uppgift 1,3,,,9,,,1m 53.8s
2021-01-18 09:02:43,create,6 - uppgift 3,1,,,5,,,0m 27.6s
2021-01-18 08:59:07,create,6 - uppgift 5,4,,,20,,,3m 33.3s
2021-01-18 08:57:52,create,6 - uppgift 1,3,,,12,,,1m 12.6s
2021-01-12 08:54:03,create,5 - uppgift 1,1,,,5,,,0m 27.0s
2021-01-12 08:49:24,create,3b - uppgift 5,6,,,18,,,4m 28.1s
2021-01-12 08:48:56,create,2 - uppgift 6,1,,,2,,,0m 17.7s
2021-01-12 08:46:45,create,2 - uppgift 2,8,,,16,,,2m 8.3s
2021-01-12 08:45:04,create,1 - uppgift 4,6,,,6,,,1m 36.0s
2021-01-12 08:44:24,create,1 - uppgift 1,3,,,3,,,0m 36.1s
2021-01-12 08:44:06,create,3b - uppgift 3,1,,,3,,,0m 14.8s
2021-01-12 08:43:30,create,4 - uppgift 1,1,,,4,,,0m 28.4s
2021-01-06 21:20:24,create,3b - uppgift 1,3,,,9,,,0m 53.5s
2020-12-17 08:50:37,create,3b - uppgift 1,4,,,12,,,1m 58.5s
2020-12-17 08:45:26,create,3b - uppgift 3,11,,,33,,,4m 55.5s
2020-12-17 08:44:52,create,3b - uppgift 14,2,,,6,,,0m 29.4s
2020-12-17 08:43:37,create,3b - uppgift 13,3,,,9,,,1m 11.8s
2020-12-17 08:42:22,create,3b - uppgift 15,4,,,12,,,1m 11.8s
2020-12-17 08:41:11,create,3b - uppgift 10,4,,,12,,,1m 9.2s
2020-12-16 08:57:47,create,5 - uppgift 1,4,,,20,,,1m 59.8s
2020-12-16 08:49:12,create,3b - uppgift 3,16,,,48,,,8m 21.4s
2020-12-16 08:49:08,create,3b - uppgift 2,0,,,0,,,0m 1.6s
2020-12-16 08:46:50,create,3b - uppgift 4,4,,,12,,,2m 13.5s
2020-12-16 08:39:29,create,3b - uppgift 3,12,,,36,,,7m 20.1s
2020-12-15 09:09:57,create,3b - uppgift 5,5,,,15,,,4m 12.7s
2020-12-15 09:04:53,create,3b - uppgift 1,7,,,21,,,4m 58.7s
2020-12-15 09:01:17,create,3b - uppgift 3,8,,,24,,,3m 33.5s
2020-12-15 09:00:40,create,3b - uppgift 1,2,,,6,,,0m 34.9s
2020-12-14 08:52:31,create,3b - uppgift 4,9,,,27,,,3m 4.8s
2020-12-14 08:49:10,create,3b - uppgift 1,8,,,24,,,3m 19.4s
2020-12-14 08:43:20,create,3b - uppgift 3,10,,,30,,,5m 47.9s
2020-12-11 08:50:27,create,3b - uppgift 2,1,,,3,,,0m 40.5s
2020-12-11 08:49:36,create,3b - uppgift 2,3,,,9,,,0m 48.9s
2020-12-11 08:48:27,create,3b - uppgift 5,2,,,6,,,1m 1.2s
2020-12-11 08:47:49,create,3b - uppgift 3,1,,,3,,,0m 34.5s
2020-12-11 08:47:44,create,3b - uppgift 4,0,,,0,,,0m 1.4s
2020-12-11 08:47:04,create,3b - uppgift 4,2,,,6,,,0m 37.6s
2020-12-11 08:47:02,create,3b - uppgift 1,0,,,0,,,0m 1.2s
2020-12-11 08:43:57,create,3b - uppgift 3,7,,,21,,,3m 3.2s
2020-12-11 08:43:36,create,3b - uppgift 1,1,,,3,,,0m 19.2s
2020-12-11 08:41:55,create,6 - uppgift 1,3,,,12,,,1m 18.8s
2020-12-09 08:47:06,create,6 - uppgift 2,6,,,36,,,5m 18.2s
2020-12-09 08:44:53,create,6 - uppgift 5,4,,,20,,,2m 11.7s
2020-12-09 08:43:36,create,3b - uppgift 1,3,,,9,,,1m 6.9s
2020-12-09 08:43:32,create,3b - uppgift 4,0,,,0,,,0m 1.6s
2020-12-09 08:41:21,create,3b - uppgift 3,3,,,9,,,2m 6.1s
2020-12-08 08:18:02,create,3b - uppgift 5,2,,,6,,,0m 57.8s
2020-12-08 08:17:26,create,3b - uppgift 4,2,,,6,,,0m 33.4s
2020-12-08 08:14:30,create,3b - uppgift 3,9,,,27,,,2m 52.8s
2020-12-08 08:12:51,create,3b - uppgift 1,5,,,15,,,1m 37.6s
2020-12-08 08:12:46,create,1 - uppgift 2,0,,,0,,,0m 1.0s
2020-12-08 08:12:20,create,1 - uppgift 2,2,,,2,,,0m 24.5s
2020-12-04 09:34:20,create,3b - uppgift 4,0,,,0,,,0m 5.0s
2020-12-04 09:34:06,create,3b - uppgift 3,0,,,0,,,0m 12.5s
2020-12-04 09:33:10,create,3b - uppgift 3,1,,,3,,,0m 54.4s
2020-12-04 09:32:17,create,3b - uppgift 1,2,,,6,,,0m 50.3s
2020-12-04 08:17:56,create,4 - uppgift 2,13,,,52,,,5m 2.7s
2020-12-04 08:16:02,create,6 - uppgift 1,3,,,12,,,1m 34.1s
2020-12-04 08:15:07,create,6 - uppgift 2,2,,,12,,,0m 53.5s
2020-12-04 08:13:32,create,6 - uppgift 6,2,,,12,,,1m 32.3s
2020-12-04 08:13:31,create,6 - uppgift 5,0,,,0,,,0m 0.8s
2020-12-03 08:58:07,create,6 - uppgift 4,2,,,8,,,89m 54.2s
2020-12-03 08:57:39,create,6 - uppgift 3,1,,,5,,,0m 25.5s
2020-12-03 08:57:17,create,6 - uppgift 2,1,,,6,,,0m 20.2s
2020-12-03 08:56:57,create,3b - uppgift 4,0,,,0,,,0m 5.1s
2020-12-03 08:54:13,create,6 - uppgift 1,5,,,20,,,2m 37.7s
2020-12-03 08:52:27,create,3b - uppgift 3,0,,,0,,,0m 3.4s
2020-12-03 08:52:18,create,4 - uppgift 1,0,,,0,,,0m 1.0s
2020-12-03 08:47:44,create,4 - uppgift 2,9,,,36,,,4m 31.5s
2020-12-03 08:45:26,create,3b - uppgift 1,3,,,9,,,2m 10.0s
2020-12-03 08:43:17,create,3b - uppgift 3,3,,,9,,,2m 1.6s
2020-12-03 08:08:42,create,5 - uppgift 2,1,,,5,,,0m 29.9s
2020-12-02 08:41:52,create,3b - uppgift 3,19,,,57,,,7m 14.1s
2020-12-02 08:41:31,create,3b - uppgift 1,1,,,3,,,0m 20.0s
2020-12-02 08:41:12,create,3b - uppgift 4,1,,,3,,,0m 16.4s
2020-12-02 08:40:51,create,3b - uppgift 1,1,,,3,,,0m 18.0s
2020-12-01 09:14:29,create,3b - uppgift 3,4,,,12,,,43m 3.1s
2020-12-01 09:12:54,create,3b - uppgift 5,3,,,9,,,1m 29.7s
2020-12-01 09:12:49,create,3b - uppgift 1,0,,,0,,,0m 1.3s
2020-12-01 09:12:02,create,3b - uppgift 8,1,,,3,,,0m 44.1s
2020-12-01 09:11:45,create,3b - uppgift 1,0,,,0,,,0m 2.4s
2020-12-01 09:10:51,create,3b - uppgift 1,1,,,3,,,0m 46.5s
2020-12-01 09:07:56,create,3b - uppgift 4,2,,,6,,,2m 52.5s
2020-12-01 09:04:26,create,3b - uppgift 3,5,,,15,,,3m 16.5s
2020-12-01 09:03:57,create,3b - uppgift 2,1,,,3,,,0m 20.8s
2020-12-01 09:03:38,create,3b - uppgift 12,1,,,3,,,0m 13.3s
2020-12-01 09:02:58,create,3b - uppgift 10,2,,,6,,,0m 38.1s
2020-12-01 09:02:13,create,3b - uppgift 9,2,,,6,,,0m 40.7s
2020-12-01 09:02:05,create,3b - uppgift 5,0,,,0,,,0m 2.9s
2020-12-01 09:01:52,create,3b - uppgift 3,0,,,0,,,0m 12.1s
2020-11-30 09:11:00,create,5 - uppgift 1,2,,,10,,,1m 44.9s
2020-11-30 09:08:41,create,5 - uppgift 3,5,,,15,,,2m 10.0s
2020-11-30 09:07:23,create,3b - uppgift 8,2,,,6,,,1m 6.7s
2020-11-30 09:06:00,create,5 - uppgift 2,2,,,10,,,1m 10.0s
2020-11-30 09:04:51,create,5 - uppgift 5,3,,,9,,,1m 1.5s
